file,outcome,sensor,model,f1_score_constant,f1_score_decline,f1_score_improvement,f1_score_weighted,f1_score_unweighted,time_series_length (days),count_constant,count_decline,count_improvement,oversampled,AUC_score,variable,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.67816092,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.658045977,awakenings,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.609195402,duration_sleep_onset,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.603448276,hrv_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.577586207,duration_awake,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.560344828,min_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.545977011,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.522988506,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.511494253,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.511494253,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.5,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.5,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.5,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.5,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.497126437,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.494252874,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,iTDE,0.950819672,0,0,0.86438152,0.316939891,2,120,4,8,0,0.491666667,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.477011494,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.474137931,duration_in_rem,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.474137931,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MrSEQL,0.631578947,0,0.2,0.576218324,0.277192982,7,95,3,8,0,0.517361111,duration_in_deep,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.448275862,awakenings,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.445402299,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.439655172,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.413793103,duration_in_rem,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.402298851,max_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.402298851,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.399425287,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.382183908,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.341954023,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,0,0.515625,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.33908046,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.333333333,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,0,0.324712644,duration_in_sleep,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.950819672,0,0,0.861680328,0.316939891,3,115,4,8,1,0.255747126,bedexit_count,,,,,,,,,
electricity_nutrition_ts_feel_norm,feel,electricity,KNN,0.95,0,0,0.863636364,0.316666667,7,71,5,10,1,0,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.75,0,0.2,0.6921875,0.316666667,3,115,4,8,1,0.554597701,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,1,0.513888889,fm_count,,,,,,,,,
electricity_living_ts_feel_norm,feel,electricity,MrSEQL,0.727272727,0,0.222222222,0.628282828,0.316498316,6,98,8,11,1,0.653333333,e_consumption,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,0,0.513888889,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,0,0.513888889,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.682926829,0,0,0.60704607,0.227642276,7,95,3,8,1,0.513888889,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.08,0,0.142857143,0.081693122,0.074285714,7,95,3,8,1,0.513888889,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.631578947,0,0.166666667,0.573749188,0.266081871,7,95,3,8,0,0.513888889,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.08,0,0.142857143,0.081693122,0.074285714,7,95,3,8,0,0.513888889,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.761904762,0,0.181818182,0.690716691,0.314574315,7,95,3,8,0,0.513888889,hrv_rmssd_evening,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.866071429,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.72172619,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.717261905,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.709821429,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.59375,max_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.553571429,max_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.535714286,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.523809524,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.523809524,max_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.523809524,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.523809524,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.507440476,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.50297619,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,duration_in_light,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,duration_awake,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_rmssd_morning,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,hrv_rmssd_evening,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,sleep_score,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,duration_awake,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,KNN,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_rmssd_evening,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,KNN,0.08,0.074074074,0,0.073854595,0.051358025,7,95,3,8,0,0.510416667,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MrSEQL,0.555555556,0,0.153846154,0.505223172,0.236467236,7,95,3,8,1,0.510416667,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,1,0.510416667,max_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.96,0,0,0.853333333,0.32,7,95,3,8,0,0.510416667,duration_in_sleep,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,bedexit_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,1,0.508680556,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,max_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,min_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,max_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,fm_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_lf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,avg_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,max_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.594594595,0,0.181818182,0.541996542,0.258804259,7,95,3,8,0,0.506944444,max_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.941176471,0,0,0.836601307,0.31372549,7,95,3,8,1,0.506944444,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.936170213,0,0.4,0.86178093,0.445390071,7,95,3,8,1,0.506944444,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,duration,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,duration_in_bed,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,min_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,max_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,MrSEQL,0.772727273,0,0,0.686868687,0.257575758,7,95,3,8,0,0.503472222,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.96,0,0,0.853333333,0.32,7,95,3,8,0,0.503472222,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_score,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,ROCKET,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.5,fm_count,,,,,,,,,
electricity_living_ts_feel_norm,feel,electricity,ROCKET,0.949152542,0,0,0.860169492,0.316384181,5,107,8,11,1,0.49137931,e_consumption,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.875,0,0,0.777777778,0.291666667,7,95,3,8,0,0.501736111,hrv_hf,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,indvBOSS,0.949152542,0,0,0.860169492,0.316384181,3,115,4,8,1,0.49137931,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.949152542,0,0,0.860169492,0.316384181,3,115,4,8,1,0.49137931,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.949152542,0,0,0.860169492,0.316384181,3,115,4,8,0,0.49137931,tossnturn_count,,,,,,,,,
water_ts_feel_norm,feel,water,KNN,0.857142857,,0,0.642857143,0.428571429,4,14,0,1,1,0.5,volume,,,,,,,,,
water_ts_feel,feel,water,iTDE,0.857142857,,0,0.642857143,0.428571429,4,14,0,1,0,0.5,volume,,,,,,,,,
water_ts_feel_norm,feel,water,iTDE,0.857142857,,0,0.642857143,0.428571429,4,14,0,1,1,0.5,volume,,,,,,,,,
water_ts_feel,feel,water,indvBOSS,0.857142857,,0,0.642857143,0.428571429,4,14,0,1,0,0.5,volume,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.485119048,min_rr,,,,,,,,,
water_ts_feel_norm,feel,water,indvBOSS,0.8,,0,0.533333333,0.4,3,20,0,2,1,0.5,volume,,,,,,,,,
sleep_ts_feel,feel,sleep,indvBOSS,0.949152542,0,0,0.860169492,0.316384181,3,115,4,8,1,0.482758621,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.482142857,hrv_hf,,,,,,,,,
water_ts_feel,feel,water,indvBOSS,0.916666667,0,0,0.775641026,0.305555556,1,44,2,3,0,0.5,volume,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.476190476,avg_act,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.474702381,avg_rr,,,,,,,,,
water_ts_feel_norm,feel,water,ROCKET,0.916666667,0,0,0.775641026,0.305555556,1,44,2,3,0,0.5,volume,,,,,,,,,
water_ts_feel_norm,feel,water,ROCKET,0.857142857,,0,0.642857143,0.428571429,4,14,0,1,0,0.5,volume,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.473214286,max_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.467261905,duration_in_bed,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.464285714,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.461309524,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.452380952,max_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.450892857,tossnturn_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.424107143,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.407738095,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.392857143,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.37202381,duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.367559524,avg_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.354166667,hrv_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.321428571,hrv_score,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.30952381,bedexit_count,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.303571429,bedexit_duration,,,,,,,,,
sleep_ts_feel,feel,sleep,TSF,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.257440476,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.791666667,duration_in_rem,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.755952381,max_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.738095238,avg_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.705357143,max_rr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.693452381,hrv_hf,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.6875,bedexit_duration,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.639880952,min_hr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.62797619,min_rr,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.860169492,0.316384181,3,115,4,8,0,0.57183908,avg_act,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.556547619,duration,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.553571429,tossnturn_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.535714286,hrv_lf,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.529761905,tossnturn_count,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.523809524,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.523809524,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.523809524,fm_count,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.514880952,duration_awake,,,,,,,,,
sleep_ts_feel,feel,sleep,MUSE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,1,0.505952381,min_hr,,,,,,,,,
sleep_ts_feel_norm,feel,sleep,iTDE,0.949152542,0,0,0.857299071,0.316384181,4,110,4,8,0,0.5,max_rr,,,,,,,,,
